performance_tier,network_bandwidth,client_name,i_reliability,i_performance_factor,cpu,ram,expected_execution_time,data_ratio,discrepancy_level
0,18.3,clever-shadow,0.0893,0.81,16,64,40,0.00039602449941483276,0.4367708876265057
1,21.04,ecru-house,0.05763,0.98,4,16,160,0.0001853731699388579,0.5451553306423603
1,32.32,concurrent-arbitration,0.22668,1.09,4,16,160,0.00026187286327486985,0.2394494533247948
1,24.65,blocky-jump,0.01337,1.07,4,16,160,9.579092035118016e-05,0.2196621450943744
0,18.95,light-antagonist,0.18075,0.99,16,64,40,3.193030678372672e-05,0.3713250161118236
0,28.47,broad-property,0.027,1.06,16,64,40,1.286081801011215e-05,0.4430928015748543
0,9.03,careful-source,0.03299,1.29,16,64,40,1.286081801011215e-05,0.4347037269784873
0,35.83,rust-burst,0.1074,1.06,16,64,40,5.765194280395102e-05,0.3488132977252372
2,12.99,intractable-chino,0.04137,0.9,8,32,80,0.0003640941926311061,0.392809533195159
2,13.72,wooden-swab,0.01015,0.73,8,32,80,0.0003193030678372672,0.2722441968677385
0,24.64,emerald-relationship,0.0906,0.96,16,64,40,0.0003002335790636526,0.4059836450633369
2,28.34,ash-switch,0.09323,1.04,8,32,80,0.00017251235192874574,0.3327736892281558
2,21.55,unproductive-lot,0.04365,0.71,8,32,80,3.193030678372672e-05,0.3304189997003343
1,28.85,deterministic-seed,0.01568,1.0,4,16,160,7.029102257250952e-05,0.2861760937956341
2,26.61,beveled-feist,0.01092,1.28,8,32,80,2.57216360202243e-05,0.2725786653998821
0,18.66,blue-character,0.01594,1.01,16,64,40,1.286081801011215e-05,0.2100621227076729
1,17.76,piercing-pascal,0.09333,1.15,4,16,160,0.00038316368140472063,0.3073316848497155
1,19.17,camel-subfloor,0.05883,0.88,4,16,160,1.286081801011215e-05,0.3909654454359439
0,15.18,acoustic-library,0.07994,0.66,16,64,40,0.00028116409029003807,0.3510192394658099
2,36.03,smoggy-chalet,0.41181,1.03,8,32,80,9.579092035118016e-05,0.3699950065400523
0,20.24,moderato-highway,0.08368,0.99,16,64,40,0.0001596515339186336,0.3432521761244126
1,29.7,toasted-monitor,0.02414,0.83,4,16,160,5.122153379889495e-05,0.4921816531493866
1,18.19,tangy-centroid,0.10389,0.87,4,16,160,0.00040245490841988885,0.4012265710279987
2,7.16,rust-lease,0.07342,0.63,8,32,80,0.00035766378362605,0.36324797710356
1,25.11,navy-function,0.12754,1.0,4,16,160,8.315184058262166e-05,0.3192865837158935
0,2.85,organic-application,0.20203,1.27,16,64,40,0.00014058204514501903,0.4301035050092497
2,1.7,savage-cadet,0.16732,0.76,8,32,80,1.286081801011215e-05,0.3509065803411195
0,10.04,sparse-stereo,0.11488,0.86,16,64,40,0.0003193030678372672,0.4979168154478408
2,36.97,weary-triplet,0.02388,0.85,8,32,80,1.286081801011215e-05,0.4757459120444809
1,11.05,shy-hip,0.0549,1.33,4,16,160,0.00017251235192874574,0.407606018765245
0,13.0,seething-infrastructure,0.10883,0.94,16,64,40,0.00040245490841988885,0.4781982659931037
2,13.38,brute-force-operator,0.01525,0.73,8,32,80,2.57216360202243e-05,0.2979414048789677
1,25.4,piquant-yield,0.09145,0.94,4,16,160,1.286081801011215e-05,0.4479335792067104
1,23.94,sluggish-reader,0.05915,1.02,4,16,160,0.00039602449941483276,0.5982925939663917
1,14.32,stale-gradient,0.06529,0.8,4,16,160,0.0002873727610535405,0.2766609710399683
2,24.23,soft-sax,0.15437,0.96,8,32,80,1.286081801011215e-05,0.3352304827106878
1,19.36,cobalt-pesto,0.05183,0.71,4,16,160,0.00024923378350631133,0.2329215624036135
1,16.58,dark-booster,0.12156,1.17,4,16,160,0.00028116409029003807,0.2815824315701757
1,15.06,extremal-synergy,0.01474,1.13,4,16,160,0.0003066639880687087,0.4544235482610008
1,12.34,express-elk,0.11016,0.9,4,16,160,0.000274733681284982,0.3701344724778416
0,28.78,caramel-stick,0.02518,0.79,16,64,40,0.00038316368140472063,0.2523209014506963
1,1.04,gourmet-page,0.03437,1.17,4,16,160,0.0001596515339186336,0.2142016280276996
2,7.77,resolving-commit,0.13753,1.13,8,32,80,1.286081801011215e-05,0.3602371288752248
2,2.02,tan-vocal,0.14233,0.91,8,32,80,6.386061356745344e-05,0.3237915461901262
1,25.93,nippy-stack,0.07291,1.04,4,16,160,0.00013415163613996294,0.4428073069638008
0,25.75,wicker-country,0.03803,1.09,16,64,40,0.00039602449941483276,0.2384187470746214
2,0.89,nice-dataset,0.03492,0.84,8,32,80,0.00033216388584737935,0.4733520773938506
2,22.33,indigo-sync,0.03496,0.93,8,32,80,0.0001534428631551312,0.2988542587938058
1,22.07,milky-teak,0.05334,0.97,4,16,160,5.765194280395102e-05,0.2436874683272357
2,21.8,inverted-watt,0.25004,0.98,8,32,80,0.0001470124541500751,0.3176763018905296
1,18.55,genteel-frame,0.09174,0.97,4,16,160,0.00024923378350631133,0.362948611015687
1,5.31,bipartite-scale,0.0414,1.34,4,16,160,0.00033859429485243544,0.2660873153585574
1,21.5,chalky-tube,0.01554,0.86,4,16,160,0.00013415163613996294,0.2738527828400969
2,26.38,chocolaty-ball,0.02472,0.93,8,32,80,3.193030678372672e-05,0.4718768773346085
1,8.58,sienna-brush,0.05123,0.73,4,16,160,1.286081801011215e-05,0.3720298836522134
2,29.1,careful-message,0.07086,0.74,8,32,80,1.286081801011215e-05,0.5959733430358982
1,24.58,seasoned-pixel,0.03806,1.13,4,16,160,0.0001853731699388579,0.475700774045306
2,33.22,oily-loop,0.01229,1.17,8,32,80,0.0003130943970737648,0.5088732075847132
1,37.31,concurrent-influencer,0.20209,0.97,4,16,160,7.67214315775656e-05,0.4201975653010475
2,21.93,marked-dimension,0.33149,1.16,8,32,80,0.00014058204514501903,0.4255130233523946
2,34.62,soluble-broth,0.02488,0.84,8,32,80,0.00038316368140472063,0.286577241987336
1,21.9,full-bunker,0.06489,1.05,4,16,160,0.00013415163613996294,0.5047597326264855
0,12.29,chewy-shotgun,0.28781,0.67,16,64,40,5.122153379889495e-05,0.3209560834922598
2,25.76,free-sack,0.17015,1.13,8,32,80,0.00012151255637140446,0.2387048027902671
1,0.0,uniform-stadium,0.00538,1.24,4,16,160,1.286081801011215e-05,0.4510946055091647
2,28.7,citric-assistant,0.23854,0.82,8,32,80,0.0003193030678372672,0.40022478059771
2,18.18,wooden-rebase,0.0472,1.04,8,32,80,7.029102257250952e-05,0.5008219221287115
2,36.85,molten-lose,0.21418,0.95,8,32,80,0.00013415163613996294,0.45893334654938
2,0.0,free-entropy,0.09682,0.98,8,32,80,0.00020444265871247247,0.3090801723363569
1,33.83,regular-strain,0.0915,1.21,4,16,160,0.0003769550106412182,0.3405372869276926
1,33.45,tractable-adjugate,0.01885,0.9,4,16,160,1.286081801011215e-05,0.4377401060496284
0,12.54,advanced-banana,0.37164,1.53,16,64,40,0.00017894276093380183,0.2910624739053096
2,33.53,external-collision,0.15471,0.95,8,32,80,0.00010865173836129231,0.417285143389091
2,7.21,electrical-image,0.01588,0.81,8,32,80,1.286081801011215e-05,0.3708912158106343
1,46.5,immature-tostada,0.02419,1.32,4,16,160,7.67214315775656e-05,0.3627963057242563
2,2.53,polynomial-span,0.0067,1.15,8,32,80,0.00040245490841988885,0.4113643577329078
0,25.56,bipartite-pipeline,0.14511,1.04,16,64,40,0.0001534428631551312,0.5289013464674135
0,23.23,investor-credits,0.02768,0.91,16,64,40,0.0001596515339186336,0.3607437253832147
1,15.77,hidden-exponential,0.2119,0.68,4,16,160,7.67214315775656e-05,0.3480030337266653
0,25.56,plain-laboratory,0.17686,1.07,16,64,40,3.83607157887828e-05,0.4027214398102531
1,26.5,horizontal-coverage,4e-05,0.79,4,16,160,0.00039602449941483276,0.2985920466709486
1,17.94,endothermic-dormer,0.07671,1.2,4,16,160,0.00040245490841988885,0.2353019516845953
1,20.68,cobalt-dynamic,0.07959,1.27,4,16,160,0.00033216388584737935,0.4129023217622409
2,24.28,khaki-foundry,0.06363,1.13,8,32,80,2.57216360202243e-05,0.5822263403875342
2,6.52,thundering-music,0.19312,1.2,8,32,80,0.0002873727610535405,0.2513133468743167
2,8.66,elegant-shoot,0.05256,1.04,8,32,80,8.315184058262166e-05,0.3596315280308297
2,17.64,irregular-commission,0.22504,0.9,8,32,80,0.0003769550106412182,0.2533259276356143
0,23.17,concentric-tie,0.10368,1.11,16,64,40,0.00013415163613996294,0.3803385852390743
1,13.5,eager-beta,0.1519,1.41,4,16,160,8.315184058262166e-05,0.4452863080184396
0,15.66,swift-plugin,0.01968,0.88,16,64,40,1.286081801011215e-05,0.2991548032118986
1,21.54,caramelized-frogman,0.02812,0.7,4,16,160,0.00039602449941483276,0.3385379211265242
1,24.72,regular-taco,0.00114,0.62,4,16,160,0.0003512333746209939,0.2890962282916137
1,18.28,inscribed-poset,0.01256,1.08,4,16,160,0.0003002335790636526,0.458365616356716
0,8.55,cloudy-leisure,0.08543,0.81,16,64,40,1.286081801011215e-05,0.436659656307283
1,24.06,humid-crow,0.01513,0.64,4,16,160,0.00033859429485243544,0.3562615411966673
2,32.98,oblique-media,0.02496,1.22,8,32,80,0.0003769550106412182,0.2673354009901406
2,30.19,flat-condensation,0.05864,0.76,8,32,80,5.765194280395102e-05,0.2794609198846637
0,24.81,great-pigeon,0.29405,0.86,16,64,40,0.00040245490841988885,0.3321152062109052
1,8.16,elegant-price,0.0378,0.73,4,16,160,0.00023637296549619918,0.3181167269454404
2,7.17,elaborate-bridge,0.07078,1.16,8,32,80,0.00019801224970741638,0.3451998840691737
2,2.01,brown-spaniel,0.06615,1.14,8,32,80,1.286081801011215e-05,0.3948318309066486
2,34.83,resonnt-objective,0.06106,1.25,8,32,80,0.0003769550106412182,0.2556282732338125
0,5.18,desert-alignment,0.04874,1.1,16,64,40,0.0003705246016361621,0.3173179632088838
2,23.57,bent-melee,0.04345,1.24,8,32,80,0.00019158184070236031,0.3652032898943427
2,26.07,excited-alignment,0.15173,1.27,8,32,80,0.0003895940904097767,0.4953978822670509
1,18.03,descent-monitor,0.05938,0.85,4,16,160,6.386061356745344e-05,0.2761541302548557
0,25.87,religious-mason,0.04836,1.01,16,64,40,0.00038316368140472063,0.2760606422154304
0,11.94,other-spam,0.07667,0.89,16,64,40,0.00019801224970741638,0.5089779273763875
0,35.14,tempered-recursion,0.04583,1.15,16,64,40,0.00011508214736634838,0.3613956258374222
1,42.39,corn-vibrato,0.03935,1.0,4,16,160,0.00010865173836129231,0.3947984268849867
0,25.81,icy-range,0.0903,1.08,16,64,40,3.83607157887828e-05,0.5309372965745638
1,31.51,magnetic-transform,0.01308,1.18,4,16,160,1.9291227015168225e-05,0.408348072354136
2,20.62,instant-pedestal,0.01896,1.26,8,32,80,0.00012772122713490688,0.3877306004076401
0,45.18,rigid-credits,0.0807,0.94,16,64,40,2.57216360202243e-05,0.4104751073167484
1,18.37,relaxed-dive,0.10703,1.39,4,16,160,1.286081801011215e-05,0.4501806140066867
1,27.32,nice-momentum,0.01907,1.08,4,16,160,0.00040245490841988885,0.319771395920884
2,14.17,rich-ice,0.04182,1.06,8,32,80,0.00033859429485243544,0.2725781831296889
0,23.33,wary-damask,0.14102,1.13,16,64,40,3.83607157887828e-05,0.3353001883095294
1,30.61,ordered-westie,0.19679,1.35,4,16,160,0.0003640941926311061,0.2808119716179899
1,34.86,coffee-metaball,0.24555,0.85,4,16,160,1.9291227015168225e-05,0.2621067325906122
1,27.62,cool-lemon,0.12191,1.02,4,16,160,1.286081801011215e-05,0.354584525817157
2,29.98,null-helmet,0.06427,1.13,8,32,80,0.0003066639880687087,0.3342391093726939
2,28.27,internal-sharp,0.08478,0.99,8,32,80,0.00022351214748608705,0.3400207821197173
1,31.16,fuchsia-octet,0.01666,0.9,4,16,160,0.0003705246016361621,0.5162011135920744
2,11.62,tempered-dividend,0.11971,0.97,8,32,80,9.579092035118016e-05,0.3182607067239734
1,18.57,cheesy-mayonnaise,0.28131,0.9,4,16,160,3.193030678372672e-05,0.3450154630564832
1,28.7,pure-course,0.05312,1.03,4,16,160,6.386061356745344e-05,0.6493693017257449
0,15.64,sugary-mint,0.00673,1.21,16,64,40,7.67214315775656e-05,0.4794328699679256
0,34.48,linear-futon,0.09782,0.78,16,64,40,1.286081801011215e-05,0.276495198740948
0,14.72,shrewd-aroma,0.11368,1.35,16,64,40,1.286081801011215e-05,0.3739999666345071
2,33.46,feldspar-gymnast,0.12833,1.08,8,32,80,2.57216360202243e-05,0.3290973194790332
2,19.47,tossed-sharp,0.00155,1.31,8,32,80,0.0001470124541500751,0.4348291800665203
2,2.44,advanced-sort,0.04407,0.95,8,32,80,0.00025544245426981375,0.4682797715497935
2,7.0,median-ascender,0.03972,0.97,8,32,80,0.0003066639880687087,0.3769868873981547
0,38.61,libretto-peak,0.36193,1.11,16,64,40,0.00016608194292368967,0.3519894195758365
2,18.51,relaxed-column,0.09293,0.97,8,32,80,1.286081801011215e-05,0.2501325174962324
2,19.62,colorful-gofer,0.01393,1.11,8,32,80,0.00021730347672258463,0.5114298834583052
0,30.23,chilly-option,0.11719,1.2,16,64,40,5.765194280395102e-05,0.4761569142558884
0,9.3,big-badger,0.0001,0.86,16,64,40,1.286081801011215e-05,0.344171853008782
0,12.38,pureed-lambrusco,0.13798,0.89,16,64,40,0.0003769550106412182,0.4564237101774496
1,21.75,tense-nut,0.39916,0.91,4,16,160,0.0002299425564911431,0.3775245684980191
0,3.92,corporate-gauge,0.00736,0.86,16,64,40,7.67214315775656e-05,0.4578219719174288
1,0.21,edible-bind,0.20879,1.02,4,16,160,0.00040245490841988885,0.3679707521723176
0,11.92,acute-solute,0.04979,1.11,16,64,40,1.9291227015168225e-05,0.2381062984200269
2,6.37,equidistant-hill,0.23454,0.78,8,32,80,0.0003640941926311061,0.2957112340227141
2,34.26,jet-path,0.02315,1.38,8,32,80,1.286081801011215e-05,0.441345400304537
1,19.56,sunny-puffin,0.01419,0.99,4,16,160,0.0003450247038574915,0.5646785136560522
0,40.42,savory-mono,0.04226,1.12,16,64,40,3.193030678372672e-05,0.5069255189628701
2,12.89,savage-golf,0.11565,0.71,8,32,80,0.00017894276093380183,0.4874352233154191
2,28.75,bronze-model,0.01764,1.15,8,32,80,0.0003193030678372672,0.333601231707975
0,27.58,regional-hexagon,0.29908,1.08,16,64,40,0.00040245490841988885,0.3748648293237254
1,25.35,novel-dark,0.25375,0.98,4,16,160,0.00019158184070236031,0.2287955837641082
0,15.63,savory-round,0.37092,0.65,16,64,40,7.029102257250952e-05,0.3545146359707418
1,19.73,equilateral-union,0.01922,0.95,4,16,160,1.9291227015168225e-05,0.3528813489938182
1,15.28,external-citrus,0.25664,0.49,4,16,160,1.286081801011215e-05,0.4281714292784318
0,10.02,tall-assistant,0.01265,1.02,16,64,40,0.00023637296549619918,0.3272902560140422
2,35.54,flat-rabbit,0.01281,1.25,8,32,80,0.0001596515339186336,0.3189354461672286
0,17.44,narrow-taco,0.0299,1.18,16,64,40,0.00033216388584737935,0.2947737844070726
0,20.27,inflammable-amplifier,0.11282,0.78,16,64,40,1.9291227015168225e-05,0.3802208825544696
0,34.74,adjacent-tanker,0.07485,1.29,16,64,40,8.315184058262166e-05,0.2935669087758283
0,10.52,sunny-sedan,0.03877,1.17,16,64,40,0.0002938031700585965,0.2537555846295596
2,22.24,internal-arrowroot,0.08088,1.18,8,32,80,0.00014058204514501903,0.3388307430314317
1,15.49,chocolate-ton,0.00563,0.81,4,16,160,0.00039602449941483276,0.2801396546429163
1,28.01,average-retreat,0.00838,0.97,4,16,160,1.286081801011215e-05,0.3669204371163458
1,18.13,steamed-vulture,0.12297,0.95,4,16,160,0.00011508214736634838,0.3250886065202092
0,25.17,marinated-reflection,0.03079,1.03,16,64,40,0.00012772122713490688,0.4227703793042152
1,30.07,adventurous-link,0.01028,0.99,4,16,160,0.00022351214748608705,0.3091537575067992
0,13.34,ragged-folio,0.04777,1.08,16,64,40,0.00017894276093380183,0.3603093684416071
2,17.68,another-fluid,0.02974,0.95,8,32,80,0.0003895940904097767,0.3160454942540735
1,35.37,online-birth,0.01627,1.1,4,16,160,0.0003193030678372672,0.3727459592476567
0,23.75,flat-truck,0.11945,0.85,16,64,40,0.00024923378350631133,0.3524184597114463
0,28.15,staff-dimension,0.07173,0.87,16,64,40,0.0003450247038574915,0.563278519883296
0,23.88,radial-check,0.03359,0.75,16,64,40,0.00024923378350631133,0.4921789506216844
0,32.68,scalding-degree,0.167,0.99,16,64,40,0.00022351214748608705,0.5427046261033147
2,35.93,average-helm,0.0001,1.16,8,32,80,0.00038316368140472063,0.356604803416461
1,11.24,silver-gear,0.02002,0.94,4,16,160,0.00010222132935623624,0.4820174003896021
0,30.09,energetic-liason,0.01937,1.08,16,64,40,0.000274733681284982,0.3804822278660882
2,16.66,stringy-glaze,0.00023,1.12,8,32,80,0.00040245490841988885,0.3809449327531081
1,19.17,cold-swatch,0.24498,1.0,4,16,160,0.00019801224970741638,0.2373067259504777
2,6.35,golden-setback,0.03841,0.84,8,32,80,0.000274733681284982,0.3927721647875355
1,35.11,numerous-lard,0.18382,0.88,4,16,160,0.00021730347672258463,0.28420572230573
2,23.79,bent-monument,0.00911,0.63,8,32,80,0.00033859429485243544,0.556721387191357
2,42.09,sweet-date,0.0705,0.71,8,32,80,7.029102257250952e-05,0.2613133605961006
0,0.0,natural-screed,0.00536,1.16,16,64,40,3.193030678372672e-05,0.3044949809951207
2,26.63,ecru-singularity,0.01667,1.43,8,32,80,0.0001853731699388579,0.3078828903168093
0,13.95,kinetic-flower,0.09244,0.96,16,64,40,0.0001596515339186336,0.2505788583143286
0,28.98,quiet-provolone,0.25047,0.85,16,64,40,0.0003769550106412182,0.1973359923954648
1,24.21,unsolvable-draft,0.02087,0.96,4,16,160,0.0003769550106412182,0.2931734909314766
0,26.34,breezy-grass,0.07026,1.11,16,64,40,0.00040245490841988885,0.3072514395419559
2,43.34,principal-archive,0.2171,1.4,8,32,80,1.286081801011215e-05,0.493339075571284
2,18.38,green-trap,0.01292,1.09,8,32,80,0.00038316368140472063,0.4543654676146682
2,18.14,agile-board,0.026,1.29,8,32,80,0.0003705246016361621,0.5104523919369592
2,26.79,resolving-model,0.05759,1.37,8,32,80,0.0003895940904097767,0.4257818667824374
2,27.4,uniform-sage,0.12075,0.97,8,32,80,3.193030678372672e-05,0.332658838077828
0,8.65,sunny-cafe,0.02028,0.47,16,64,40,1.286081801011215e-05,0.4173783761664208
2,24.97,factorial-mason,0.01753,1.06,8,32,80,0.00039602449941483276,0.3515352562176948
1,27.29,quick-frequency,0.10429,1.16,4,16,160,0.0001596515339186336,0.4361377172147223
0,31.32,piercing-lumen,0.02756,0.85,16,64,40,0.00014058204514501903,0.2795665166479363
1,26.58,shrewd-pod,0.22692,0.78,4,16,160,2.57216360202243e-05,0.3427912086119696
1,29.06,symmetric-jackal,0.48368,1.17,4,16,160,0.00020444265871247247,0.3260753812892268
2,23.08,ragged-adjugate,0.02914,0.69,8,32,80,0.00025544245426981375,0.3902651359339687
0,25.11,acoustic-loon,0.22146,0.85,16,64,40,1.286081801011215e-05,0.3308979997150971
0,13.93,happy-sortie,0.00015,0.91,16,64,40,0.00012151255637140446,0.352436895367116
0,18.55,soluble-land,0.13766,1.11,16,64,40,0.00010865173836129231,0.2842481663315158
0,44.16,gentle-condominium,0.08532,1.1,16,64,40,0.0003769550106412182,0.4665931302608679
0,34.07,maroon-truck,0.0131,1.06,16,64,40,0.0003512333746209939,0.4826105256530789
2,26.38,exponential-noir,0.17837,0.96,8,32,80,1.286081801011215e-05,0.3709962923925317
0,22.74,quick-nut,0.08667,1.08,16,64,40,5.765194280395102e-05,0.5358643224579377
2,18.41,free-diagonal,0.27493,1.01,8,32,80,0.00032573347684232326,0.2997030492310222
1,8.53,eager-mead,0.21419,1.2,4,16,160,0.00035766378362605,0.3367592279013586
2,32.68,polynomial-nucleus,0.06204,1.32,8,32,80,0.00010865173836129231,0.3155644244171753
1,17.54,brilliant-commit,0.09515,0.9,4,16,160,2.57216360202243e-05,0.3834380205407632
2,23.1,silver-app,0.10226,1.24,8,32,80,0.00010865173836129231,0.5256880551844113
2,11.9,unproductive-scrub,0.01059,0.99,8,32,80,0.0003002335790636526,0.2788727793817684
1,12.41,optimal-game,0.12535,0.88,4,16,160,1.286081801011215e-05,0.5656926244770526
1,14.87,coincident-alligator,0.08282,0.76,4,16,160,2.57216360202243e-05,0.4173502221774037
2,32.63,antique-tincan,0.07734,1.06,8,32,80,8.315184058262166e-05,0.5615032047927635
2,20.91,blocking-chest,0.06997,0.78,8,32,80,0.00012772122713490688,0.3907187043792449
1,4.19,metallic-customer,0.06539,0.97,4,16,160,7.67214315775656e-05,0.3504536202310309
2,22.12,radial-octet,0.10518,1.16,8,32,80,0.00033216388584737935,0.3207636226240421
1,18.96,crunchy-cordon,0.08542,1.29,4,16,160,1.286081801011215e-05,0.3907296897509489
1,14.91,contemporary-loss,0.02874,0.87,4,16,160,0.00011508214736634838,0.5867281606385152
0,27.09,relative-dart,0.00197,1.09,16,64,40,5.765194280395102e-05,0.3621887376936979
0,17.64,vivid-wagon,0.0033,1.06,16,64,40,1.286081801011215e-05,0.3113951113069107
1,24.85,frigid-mansion,0.1566,0.99,4,16,160,8.315184058262166e-05,0.2653566460243069
0,17.69,distinct-event,0.0907,0.57,16,64,40,0.000274733681284982,0.5187904987104488
2,25.23,immense-gizmo,0.05428,0.91,8,32,80,0.00026187286327486985,0.2371612888783189
0,24.0,freezing-courtyard,0.06236,1.06,16,64,40,0.00039602449941483276,0.393051983790985
1,26.37,vain-interface,0.34719,1.28,4,16,160,0.0002683032722799259,0.481002575279653
2,23.88,internal-voltage,0.04432,1.2,8,32,80,0.0003769550106412182,0.3971218969758537
2,14.92,nutritious-trough,0.04705,1.04,8,32,80,1.286081801011215e-05,0.2179116493795891
2,24.62,salmon-binary,0.00345,1.18,8,32,80,0.00025544245426981375,0.4772331905898478
1,0.0,tall-coriander,0.04801,1.16,4,16,160,0.00020444265871247247,0.5223319099736992
0,15.16,sluggish-siding,0.00275,1.27,16,64,40,0.00032573347684232326,0.4066362924664105
2,0.0,composite-upload,0.18127,0.92,8,32,80,0.0003895940904097767,0.2689353756370313
0,1.4,vintage-yogurt,0.01127,1.09,16,64,40,0.00035766378362605,0.3652841303586172
2,31.35,generative-rise,0.02737,1.12,8,32,80,0.00014058204514501903,0.2898665870037131
0,23.82,covering-margin,0.10077,1.01,16,64,40,1.286081801011215e-05,0.3568622157888452
2,3.21,rigid-sky,0.07549,0.93,8,32,80,2.57216360202243e-05,0.465638841166706
2,26.83,complete-aroma,0.00502,1.08,8,32,80,0.00012151255637140446,0.198131447738381
2,21.25,tattered-fencing,0.37191,0.98,8,32,80,0.00014058204514501903,0.4826291484041635
2,18.86,largo-fossil,0.45673,0.61,8,32,80,0.00011508214736634838,0.2640996093384598
2,37.67,immature-font,0.15415,0.67,8,32,80,0.00022351214748608705,0.3418816608150389
1,19.05,blazing-material,0.02332,0.96,4,16,160,0.00035766378362605,0.494335928731322
0,0.0,ivory-bar,0.03822,1.34,16,64,40,0.00040245490841988885,0.2244999885447876
0,26.41,merry-feist,0.1571,1.28,16,64,40,0.0001596515339186336,0.5512486978534674
2,19.52,express-tower,0.04874,0.97,8,32,80,0.00040245490841988885,0.2913429095441079
0,11.68,sparse-lens,0.38877,0.52,16,64,40,0.0003002335790636526,0.3743585948363153
1,1.55,courtly-bandit,0.23062,1.19,4,16,160,4.479112479383887e-05,0.3809692911981432
2,28.94,convex-gable,0.02863,1.25,8,32,80,0.00026187286327486985,0.3688387660684877
0,10.16,boxy-analog,0.03077,0.83,16,64,40,0.00039602449941483276,0.4571936566183343
2,23.79,nondeterministic-electricity,0.0498,1.13,8,32,80,0.00016608194292368967,0.4472237120122913
2,23.53,random-beat,0.29635,1.24,8,32,80,5.765194280395102e-05,0.5961208092038262
1,18.74,burning-chit,0.00512,1.16,4,16,160,0.0001534428631551312,0.3224646770105182
2,29.89,crimson-profile,0.05351,0.72,8,32,80,5.122153379889495e-05,0.281432550198791
0,11.88,concave-particle,0.03647,0.92,16,64,40,4.479112479383887e-05,0.3357511747623706
2,8.92,cruel-gold,0.03629,0.98,8,32,80,1.286081801011215e-05,0.3684249243705152
1,7.29,simple-avenue,0.02829,0.82,4,16,160,0.00040245490841988885,0.3197397565738955
0,23.84,minty-mileage,0.03654,0.51,16,64,40,2.57216360202243e-05,0.3984685830222329
2,12.7,grim-pilot,0.02755,1.17,8,32,80,0.00040245490841988885,0.2380002846105998
1,17.62,chartreuse-outboard,0.00096,1.04,4,16,160,1.9291227015168225e-05,0.4302473963265501
0,28.25,beveled-swift,0.20517,0.72,16,64,40,5.765194280395102e-05,0.4644171843141967
1,7.64,neat-wasabi,0.00223,1.35,4,16,160,1.286081801011215e-05,0.4824110468885852
0,49.35,inverted-duck,0.04242,1.13,16,64,40,1.9291227015168225e-05,0.4236075931816238
2,22.81,frosty-cell,0.17358,0.98,8,32,80,0.00016608194292368967,0.6676443307197726
0,25.32,green-printer,0.34162,0.91,16,64,40,0.00039602449941483276,0.382024102530301
2,20.24,felt-image,0.09844,1.17,8,32,80,3.193030678372672e-05,0.3304751302163907
2,9.73,energetic-lamp,0.19121,0.74,8,32,80,0.0003640941926311061,0.3360315377329734
1,28.0,neat-salmon,0.29877,0.38,4,16,160,0.000274733681284982,0.4387165628933819
1,15.11,radioactive-peach,0.18331,0.77,4,16,160,1.286081801011215e-05,0.308557341581689
0,22.89,lenient-sonata,0.1126,1.14,16,64,40,0.00040245490841988885,0.3187142249838361
2,19.47,metallic-dessert,0.21557,1.02,8,32,80,0.00022351214748608705,0.5412379686401201
2,31.71,bordeaux-width,0.03673,0.89,8,32,80,0.00012772122713490688,0.4231541125321145
2,29.94,asphalt-agent,0.13489,0.8,8,32,80,0.00021730347672258463,0.4852872180933701
2,25.64,legato-duplet,0.12131,0.99,8,32,80,0.00039602449941483276,0.6250876762923988
1,28.17,blistering-muffler,0.2849,1.2,4,16,160,0.00039602449941483276,0.5548026621152616
1,8.14,blazing-circuit,0.10257,0.78,4,16,160,0.00033216388584737935,0.3680740253843887
1,20.71,chilly-bastion,0.22545,1.01,4,16,160,0.0003512333746209939,0.4870675532636326
2,21.89,internal-bulldozer,0.05375,0.97,8,32,80,5.765194280395102e-05,0.4397564485366311
1,31.17,watery-accuracy,0.14519,0.75,4,16,160,0.00024280337450125527,0.4743727046758231
0,20.29,spicy-binary,0.03589,0.75,16,64,40,0.000274733681284982,0.230069236512635
0,45.81,witty-script,0.41326,1.22,16,64,40,0.00040245490841988885,0.3461354731488797
2,8.61,flat-frequency,0.05955,0.89,8,32,80,0.00010222132935623624,0.34695974083073
1,25.5,modern-gazebo,0.03459,0.73,4,16,160,0.00039602449941483276,0.2765970673535163
2,33.79,matte-alignment,0.29013,0.94,8,32,80,0.00033216388584737935,0.2534038700256208
0,19.78,prepared-skyway,0.01907,0.7,16,64,40,0.0003895940904097767,0.4697473218070609
2,14.21,blazing-wasabi,0.09452,0.76,8,32,80,0.00017894276093380183,0.5292529273688655
1,41.5,plain-cove,0.08702,1.05,4,16,160,8.958224958767774e-05,0.3455705545424018
1,20.46,pallid-semaphore,0.06754,1.07,4,16,160,1.9291227015168225e-05,0.5250629713579814
2,22.79,legato-fruit,0.18689,1.08,8,32,80,0.00017251235192874574,0.4518907563464089
2,29.08,plain-factorial,0.05583,1.01,8,32,80,2.57216360202243e-05,0.2846393875738656
1,28.57,savory-burl,0.18758,1.28,4,16,160,0.00023637296549619918,0.3201427003338735
2,20.24,arctic-driver,0.02012,1.03,8,32,80,5.122153379889495e-05,0.3932476387162267
0,25.68,uniform-shore,0.03264,1.1,16,64,40,0.0003769550106412182,0.4871342747862207
